item_id,titulo,tematica
doc_0437,Diapositivas: Producto punto y ortogonalidad,Algebra Lineal
doc_0438,Apunte: Matrices y operaciones (parte 4),Algebra Lineal
doc_0439,Diapositivas: Valores y vectores propios,Algebra Lineal
doc_0440,Apunte: Espacios vectoriales,Algebra Lineal
doc_0441,Examen resuelto: Producto punto y ortogonalidad,Algebra Lineal
doc_0442,Video clase: Matrices y operaciones (parte 4),Algebra Lineal
doc_0443,Video clase: Determinantes,Algebra Lineal
doc_0444,Video clase: Bases y dimension (parte 4),Algebra Lineal
doc_0445,Guia de ejercicios: Matrices y operaciones (parte 4),Algebra Lineal
doc_0446,Apunte: Combinaciones lineales,Algebra Lineal
doc_0447,Examen resuelto: Matrices y operaciones (parte 2),Algebra Lineal
doc_0448,Resumen: Producto punto y ortogonalidad,Algebra Lineal
doc_0449,Practica resuelta: Independencia lineal,Algebra Lineal
doc_0450,Resumen: Matrices y operaciones,Algebra Lineal
doc_0451,Guia de ejercicios: Valores y vectores propios (parte 2),Algebra Lineal
doc_0452,Resumen: Independencia lineal,Algebra Lineal
doc_0453,Diapositivas: Sistemas de ecuaciones lineales,Algebra Lineal
doc_0454,Diapositivas: Independencia lineal,Algebra Lineal
doc_0455,Practica resuelta: Determinantes,Algebra Lineal
doc_0456,Practica resuelta: Diagonalizacion,Algebra Lineal
doc_0457,Video clase: Independencia lineal,Algebra Lineal
doc_0458,Taller: Bases y dimension (parte 4),Algebra Lineal
doc_0459,Practica resuelta: Determinantes (parte 3),Algebra Lineal
doc_0460,Diapositivas: Espacios vectoriales (parte 4),Algebra Lineal
doc_0461,Examen resuelto: Combinaciones lineales (parte 3),Algebra Lineal
doc_0462,Diapositivas: Bases y dimension,Algebra Lineal
doc_0463,Taller: Producto punto y ortogonalidad,Algebra Lineal
doc_0464,Resumen: Bases y dimension,Algebra Lineal
doc_0465,Video clase: Combinaciones lineales (parte 3),Algebra Lineal
doc_0466,Resumen: Espacios vectoriales (parte 4),Algebra Lineal
doc_0467,Practica resuelta: Transformaciones lineales,Algebra Lineal
doc_0468,Examen resuelto: Bases y dimension,Algebra Lineal
doc_0469,Taller: Matrices y operaciones,Algebra Lineal
doc_0470,Guia de ejercicios: Combinaciones lineales,Algebra Lineal
doc_0471,Apunte: Espacios vectoriales (parte 3),Algebra Lineal
doc_0472,Practica resuelta: Diagonalizacion (parte 2),Algebra Lineal
doc_0473,Guia de ejercicios: Transformaciones lineales,Algebra Lineal
doc_0474,Examen resuelto: Valores y vectores propios (parte 3),Algebra Lineal
doc_0475,Taller: Independencia lineal,Algebra Lineal
doc_0476,Practica resuelta: Bases y dimension,Algebra Lineal
doc_0477,Taller: Diagonalizacion,Algebra Lineal
doc_0478,Video clase: Determinantes (parte 3),Algebra Lineal
doc_0479,Video clase: Diagonalizacion,Algebra Lineal
doc_0480,Practica resuelta: Determinantes (parte 4),Algebra Lineal
doc_0481,Resumen: Determinantes (parte 2),Algebra Lineal
doc_0482,Diapositivas: Valores y vectores propios (parte 2),Algebra Lineal
doc_0483,Examen resuelto: Combinaciones lineales (parte 2),Algebra Lineal
doc_0484,Apunte: Bases y dimension,Algebra Lineal
doc_0485,Resumen: Espacios vectoriales (parte 2),Algebra Lineal
doc_0486,Video clase: Independencia lineal (parte 2),Algebra Lineal
doc_0487,Video clase: Sistemas de ecuaciones lineales,Algebra Lineal
doc_0488,Video clase: Patron de diseno Observer,Programacion Orientada a Objetos
doc_0489,Resumen: Polimorfismo,Programacion Orientada a Objetos
doc_0490,Apunte: Herencia,Programacion Orientada a Objetos
doc_0491,Guia de ejercicios: Clases abstractas e interfaces,Programacion Orientada a Objetos
doc_0492,Diapositivas: Herencia,Programacion Orientada a Objetos
doc_0493,Practica resuelta: Herencia,Programacion Orientada a Objetos
doc_0494,Apunte: UML: diagramas de clases,Programacion Orientada a Objetos
doc_0495,Apunte: Herencia (parte 3),Programacion Orientada a Objetos
doc_0496,Resumen: Polimorfismo (parte 2),Programacion Orientada a Objetos
doc_0497,Diapositivas: Herencia (parte 2),Programacion Orientada a Objetos
doc_0498,Taller: Herencia,Programacion Orientada a Objetos
doc_0499,Practica resuelta: Patron de diseno Singleton,Programacion Orientada a Objetos
doc_0500,Practica resuelta: Proyecto integrador POO,Programacion Orientada a Objetos
doc_0501,Examen resuelto: Manejo de excepciones,Programacion Orientada a Objetos
doc_0502,Practica resuelta: Constructores y destructores,Programacion Orientada a Objetos
doc_0503,Video clase: Manejo de excepciones,Programacion Orientada a Objetos
doc_0504,Apunte: Patron de diseno Observer,Programacion Orientada a Objetos
doc_0505,Diapositivas: Proyecto integrador POO,Programacion Orientada a Objetos
doc_0506,Apunte: Manejo de excepciones,Programacion Orientada a Objetos
doc_0507,Examen resuelto: Clases y objetos,Programacion Orientada a Objetos
doc_0508,Taller: Sobrecarga de metodos,Programacion Orientada a Objetos
doc_0509,Practica resuelta: UML: diagramas de clases,Programacion Orientada a Objetos
doc_0510,Examen resuelto: Manejo de excepciones (parte 2),Programacion Orientada a Objetos
doc_0511,Resumen: Encapsulamiento,Programacion Orientada a Objetos
doc_0512,Guia de ejercicios: Patron de diseno Observer,Programacion Orientada a Objetos
doc_0513,Guia de ejercicios: Encapsulamiento,Programacion Orientada a Objetos
doc_0514,Resumen: Clases abstractas e interfaces,Programacion Orientada a Objetos
doc_0515,Diapositivas: Sobrecarga de metodos,Programacion Orientada a Objetos
doc_0516,Taller: Manejo de excepciones,Programacion Orientada a Objetos
doc_0517,Practica resuelta: Encapsulamiento,Programacion Orientada a Objetos
doc_0518,Video clase: UML: diagramas de clases,Programacion Orientada a Objetos
doc_0519,Examen resuelto: Sobrecarga de metodos,Programacion Orientada a Objetos
doc_0520,Taller: Polimorfismo,Programacion Orientada a Objetos
doc_0521,Examen resuelto: Constructores y destructores,Programacion Orientada a Objetos
doc_0522,Taller: Sobrecarga de metodos (parte 4),Programacion Orientada a Objetos
doc_0523,Resumen: Encapsulamiento (parte 3),Programacion Orientada a Objetos
doc_0524,Diapositivas: Constructores y destructores,Programacion Orientada a Objetos
doc_0525,Guia de ejercicios: Constructores y destructores,Programacion Orientada a Objetos
doc_0526,Examen resuelto: UML: diagramas de clases,Programacion Orientada a Objetos
doc_0527,Practica resuelta: Encapsulamiento (parte 2),Programacion Orientada a Objetos
doc_0528,Taller: Encapsulamiento,Programacion Orientada a Objetos
doc_0529,Resumen: Encapsulamiento (parte 2),Programacion Orientada a Objetos
doc_0530,Apunte: Patron de diseno Singleton,Programacion Orientada a Objetos
doc_0531,Resumen: Patron de diseno Observer,Programacion Orientada a Objetos
doc_0532,Practica resuelta: UML: diagramas de clases (parte 3),Programacion Orientada a Objetos
doc_0533,Taller: Constructores y destructores,Programacion Orientada a Objetos
doc_0534,Apunte: Proyecto integrador POO,Programacion Orientada a Objetos
doc_0535,Diapositivas: Clases abstractas e interfaces,Programacion Orientada a Objetos
doc_0536,Practica resuelta: Constructores y destructores (parte 4),Programacion Orientada a Objetos
doc_0537,Video clase: Patron de diseno Singleton,Programacion Orientada a Objetos
doc_0538,Examen resuelto: Herencia,Programacion Orientada a Objetos
doc_0539,Practica resuelta: Polimorfismo,Programacion Orientada a Objetos
doc_0540,Resumen: Constructores y destructores,Programacion Orientada a Objetos
doc_0541,Diapositivas: Encapsulamiento,Programacion Orientada a Objetos
doc_0542,Video clase: Patron de diseno Observer (parte 3),Programacion Orientada a Objetos
doc_0543,Apunte: Patron de diseno Singleton (parte 4),Programacion Orientada a Objetos
doc_0544,Diapositivas: UML: diagramas de clases,Programacion Orientada a Objetos
doc_0545,Guia de ejercicios: Clases y objetos,Programacion Orientada a Objetos
doc_0546,Diapositivas: Clases abstractas e interfaces (parte 3),Programacion Orientada a Objetos
doc_0547,Apunte: Constructores y destructores,Programacion Orientada a Objetos
doc_0548,Guia de ejercicios: Herencia,Programacion Orientada a Objetos
doc_0549,Taller: Patron de diseno Observer,Programacion Orientada a Objetos
doc_0550,Guia de ejercicios: Encapsulamiento (parte 4),Programacion Orientada a Objetos
doc_0551,Apunte: UML: diagramas de clases (parte 2),Programacion Orientada a Objetos
doc_0552,Video clase: Proyecto integrador POO,Programacion Orientada a Objetos
doc_0553,Taller: Sobrecarga de metodos (parte 3),Programacion Orientada a Objetos
doc_0554,Guia de ejercicios: Constructores y destructores (parte 3),Programacion Orientada a Objetos
doc_0555,Resumen: Clases abstractas e interfaces (parte 4),Programacion Orientada a Objetos
doc_0556,Practica resuelta: Patron de diseno Observer,Programacion Orientada a Objetos
doc_0557,Guia de ejercicios: Clases y objetos (parte 2),Programacion Orientada a Objetos
doc_0558,Apunte: Patron de diseno Observer (parte 4),Programacion Orientada a Objetos
doc_0559,Diapositivas: Encapsulamiento (parte 3),Programacion Orientada a Objetos
doc_0560,Taller: UML: diagramas de clases,Programacion Orientada a Objetos
doc_0561,Examen resuelto: Manejo de excepciones (parte 3),Programacion Orientada a Objetos
doc_0562,Video clase: Clases abstractas e interfaces,Programacion Orientada a Objetos
doc_0563,Practica resuelta: Patron de diseno Singleton (parte 3),Programacion Orientada a Objetos
doc_0564,Practica resuelta: Sobrecarga de metodos,Programacion Orientada a Objetos
doc_0565,Examen resuelto: Clases abstractas e interfaces,Programacion Orientada a Objetos
doc_0566,Diapositivas: Patron de diseno Singleton,Programacion Orientada a Objetos
doc_0567,Video clase: Clases y objetos,Programacion Orientada a Objetos
doc_0568,Apunte: Sobrecarga de metodos,Programacion Orientada a Objetos
doc_0569,Video clase: Clases y objetos (parte 3),Programacion Orientada a Objetos
doc_0570,Guia de ejercicios: Polimorfismo,Programacion Orientada a Objetos
doc_0571,Apunte: Encapsulamiento,Programacion Orientada a Objetos
doc_0572,Taller: Manejo de excepciones (parte 2),Programacion Orientada a Objetos
doc_0573,Taller: Herencia (parte 4),Programacion Orientada a Objetos
doc_0574,Video clase: Proyecto integrador POO (parte 4),Programacion Orientada a Objetos
doc_0575,Resumen: Patron de diseno Singleton,Programacion Orientada a Objetos
doc_0576,Taller: Encapsulamiento (parte 4),Programacion Orientada a Objetos
doc_0577,Taller: Clases y objetos,Programacion Orientada a Objetos
doc_0578,Examen resuelto: Clases y objetos (parte 2),Programacion Orientada a Objetos
doc_0579,Taller: Constructores y destructores (parte 4),Programacion Orientada a Objetos
doc_0580,Taller: Encapsulamiento (parte 2),Programacion Orientada a Objetos
doc_0581,Guia de ejercicios: Constructores y destructores (parte 4),Programacion Orientada a Objetos
doc_0582,Resumen: Manejo de excepciones,Programacion Orientada a Objetos
doc_0583,Taller: Polimorfismo (parte 4),Programacion Orientada a Objetos
doc_0584,Practica resuelta: Sobrecarga de metodos (parte 3),Programacion Orientada a Objetos
doc_0585,Resumen: Clases abstractas e interfaces (parte 2),Programacion Orientada a Objetos
doc_0586,Guia de ejercicios: Constructores y destructores (parte 2),Programacion Orientada a Objetos
doc_0587,Practica resuelta: Patron de diseno Singleton (parte 4),Programacion Orientada a Objetos
doc_0588,Video clase: Patron de diseno Singleton (parte 3),Programacion Orientada a Objetos
doc_0589,Guia de ejercicios: Encapsulamiento (parte 3),Programacion Orientada a Objetos
doc_0590,Guia de ejercicios: Polimorfismo (parte 4),Programacion Orientada a Objetos
doc_0591,Practica resuelta: Herencia (parte 2),Programacion Orientada a Objetos
doc_0592,Examen resuelto: UML: diagramas de clases (parte 3),Programacion Orientada a Objetos
doc_0593,Examen resuelto: Patron de diseno Observer,Programacion Orientada a Objetos
doc_0594,Resumen: Induccion matematica,Matematica Discreta
doc_0595,Examen resuelto: Funciones y relaciones de equivalencia,Matematica Discreta
doc_0596,Examen resuelto: Conjuntos y relaciones,Matematica Discreta
doc_0597,Diapositivas: Algebra booleana,Matematica Discreta
doc_0598,Apunte: Grafos y arboles,Matematica Discreta
doc_0599,Practica resuelta: Induccion matematica,Matematica Discreta
doc_0600,Examen resuelto: Grafos y arboles,Matematica Discreta
doc_0601,Apunte: Algebra booleana,Matematica Discreta
doc_0602,Resumen: Logica proposicional,Matematica Discreta
doc_0603,Practica resuelta: Grafos y arboles,Matematica Discreta
doc_0604,Taller: Conjuntos y relaciones,Matematica Discreta
doc_0605,Apunte: Algebra booleana (parte 3),Matematica Discreta
doc_0606,Resumen: Tecnicas de conteo,Matematica Discreta
doc_0607,Guia de ejercicios: Algebra booleana,Matematica Discreta
doc_0608,Examen resuelto: Logica proposicional,Matematica Discreta
doc_0609,Resumen: Conjuntos y relaciones,Matematica Discreta
doc_0610,Guia de ejercicios: Conjuntos y relaciones,Matematica Discreta
doc_0611,Video clase: Logica proposicional,Matematica Discreta
doc_0612,Examen resuelto: Algebra booleana,Matematica Discreta
doc_0613,Resumen: Funciones y relaciones de equivalencia,Matematica Discreta
doc_0614,Diapositivas: Induccion matematica,Matematica Discreta
doc_0615,Taller: Relaciones de recurrencia,Matematica Discreta
doc_0616,Apunte: Induccion matematica,Matematica Discreta
doc_0617,Practica resuelta: Induccion matematica (parte 3),Matematica Discreta
doc_0618,Taller: Conjuntos y relaciones (parte 3),Matematica Discreta
doc_0619,Guia de ejercicios: Grafos y arboles,Matematica Discreta
doc_0620,Practica resuelta: Induccion matematica (parte 4),Matematica Discreta
doc_0621,Resumen: Funciones y relaciones de equivalencia (parte 3),Matematica Discreta
doc_0622,Guia de ejercicios: Relaciones de recurrencia,Matematica Discreta
doc_0623,Diapositivas: Conjuntos y relaciones,Matematica Discreta
doc_0624,Resumen: Relaciones de recurrencia,Matematica Discreta
doc_0625,Practica resuelta: Funciones y relaciones de equivalencia,Matematica Discreta
doc_0626,Resumen: Relaciones de recurrencia (parte 2),Matematica Discreta
doc_0627,Diapositivas: Induccion matematica (parte 2),Matematica Discreta
doc_0628,Resumen: Tecnicas de conteo (parte 3),Matematica Discreta
doc_0629,Video clase: Tecnicas de conteo,Matematica Discreta
doc_0630,Guia de ejercicios: Funciones y relaciones de equivalencia,Matematica Discreta
doc_0631,Diapositivas: Conjuntos y relaciones (parte 2),Matematica Discreta
doc_0632,Resumen: Logica proposicional (parte 4),Matematica Discreta
doc_0633,Taller: Funciones y relaciones de equivalencia,Matematica Discreta
doc_0634,Guia de ejercicios: Funciones y relaciones de equivalencia (parte 2),Matematica Discreta
doc_0635,Examen resuelto: Funciones y relaciones de equivalencia (parte 2),Matematica Discreta
doc_0636,Resumen: Relaciones de recurrencia (parte 4),Matematica Discreta
doc_0637,Examen resuelto: Tecnicas de conteo,Matematica Discreta
doc_0638,Examen resuelto: Grafos y arboles (parte 2),Matematica Discreta
doc_0639,Diapositivas: Tecnicas de conteo,Matematica Discreta
doc_0640,Video clase: Algebra booleana,Matematica Discreta
doc_0641,Examen resuelto: Induccion matematica,Matematica Discreta
doc_0642,Diapositivas: Algebra booleana (parte 3),Matematica Discreta
doc_0643,Guia de ejercicios: Relaciones de recurrencia (parte 2),Matematica Discreta
doc_0644,Diapositivas: Funciones y relaciones de equivalencia,Matematica Discreta
doc_0645,Examen resuelto: Logica proposicional (parte 3),Matematica Discreta
doc_0646,Practica resuelta: Conjuntos y relaciones,Matematica Discreta
doc_0647,Practica resuelta: Grafos y arboles (parte 2),Matematica Discreta
doc_0648,Examen resuelto: Grafos y arboles (parte 4),Matematica Discreta
doc_0649,Taller: Funciones y relaciones de equivalencia (parte 2),Matematica Discreta
doc_0650,Examen resuelto: Integrales dobles,Calculo III
doc_0651,Apunte: Ecuaciones diferenciales de primer orden,Calculo III
doc_0652,Apunte: Ecuaciones diferenciales lineales,Calculo III
doc_0653,Resumen: Ecuaciones diferenciales lineales,Calculo III
doc_0654,Taller: Integrales dobles,Calculo III
doc_0655,Resumen: Derivadas parciales,Calculo III
doc_0656,Apunte: Integrales dobles,Calculo III
doc_0657,Practica resuelta: Ecuaciones diferenciales de primer orden,Calculo III
doc_0658,Guia de ejercicios: Ecuaciones diferenciales de primer orden,Calculo III
doc_0659,Apunte: Gradiente y plano tangente,Calculo III
doc_0660,Examen resuelto: Integrales triples,Calculo III
doc_0661,Examen resuelto: Gradiente y plano tangente,Calculo III
doc_0662,Apunte: Transformada de Laplace,Calculo III
doc_0663,Apunte: Derivadas parciales,Calculo III
doc_0664,Video clase: Integrales triples,Calculo III
doc_0665,Taller: Gradiente y plano tangente,Calculo III
doc_0666,Diapositivas: Derivadas parciales,Calculo III
doc_0667,Diapositivas: Integrales dobles,Calculo III
doc_0668,Apunte: Derivadas parciales (parte 2),Calculo III
doc_0669,Examen resuelto: Ecuaciones diferenciales lineales,Calculo III
doc_0670,Practica resuelta: Derivadas parciales,Calculo III
doc_0671,Apunte: Transformada de Laplace (parte 4),Calculo III
doc_0672,Guia de ejercicios: Integrales dobles,Calculo III
doc_0673,Taller: Integrales triples,Calculo III
doc_0674,Resumen: Funciones de varias variables,Calculo III
doc_0675,Taller: Integrales dobles (parte 2),Calculo III
doc_0676,Resumen: Derivadas parciales (parte 2),Calculo III
doc_0677,Taller: Funciones de varias variables,Calculo III
doc_0678,Resumen: Ecuaciones diferenciales lineales (parte 3),Calculo III
doc_0679,Resumen: Funciones de varias variables (parte 2),Calculo III
doc_0680,Video clase: Ecuaciones diferenciales de primer orden,Calculo III
doc_0681,Resumen: Funciones de varias variables (parte 4),Calculo III
doc_0682,Guia de ejercicios: Ecuaciones diferenciales de primer orden (parte 4),Calculo III
doc_0683,Examen resuelto: Transformada de Laplace,Calculo III
doc_0684,Guia de ejercicios: Gradiente y plano tangente,Calculo III
doc_0685,Examen resuelto: Derivadas parciales,Calculo III
doc_0686,Diapositivas: Funciones de varias variables,Calculo III
doc_0687,Apunte: Integrales dobles (parte 2),Calculo III
doc_0688,Resumen: Funciones de varias variables (parte 3),Calculo III
doc_0689,Examen resuelto: Ecuaciones diferenciales lineales (parte 3),Calculo III
doc_0690,Video clase: Funciones de varias variables,Calculo III
doc_0691,Resumen: Integrales triples,Calculo III
doc_0692,Resumen: Derivadas parciales (parte 3),Calculo III
doc_0693,Guia de ejercicios: Ecuaciones diferenciales de primer orden (parte 3),Calculo III
doc_0694,Resumen: Transformada de Laplace,Calculo III
doc_0695,Practica resuelta: Integrales triples,Calculo III
doc_0696,Practica resuelta: Ecuaciones diferenciales lineales,Calculo III
doc_0697,Guia de ejercicios: Ecuaciones diferenciales lineales,Calculo III
doc_0698,Resumen: Integrales triples (parte 2),Calculo III
doc_0699,Resumen: Derivadas parciales (parte 4),Calculo III
doc_0700,Diapositivas: Integrales triples,Calculo III
doc_0701,Taller: Transformada de Laplace,Calculo III
doc_0702,Examen resuelto: Gradiente y plano tangente (parte 3),Calculo III
doc_0703,Taller: Ecuaciones diferenciales de primer orden,Calculo III
doc_0704,Apunte: Integrales triples,Calculo III
doc_0705,Taller: Derivadas parciales,Calculo III
doc_0706,Guia de ejercicios: Ecuaciones diferenciales de primer orden (parte 2),Calculo III
doc_0707,Examen resuelto: Gradiente y plano tangente (parte 2),Calculo III
doc_0708,Practica resuelta: Gradiente y plano tangente,Calculo III
doc_0709,Resumen: Integrales dobles,Calculo III
doc_0710,Taller: Ecuaciones diferenciales de primer orden (parte 4),Calculo III
doc_0711,Guia de ejercicios: Funciones de varias variables,Calculo III
doc_0712,Resumen: Transformada de Laplace (parte 3),Calculo III
doc_0713,Practica resuelta: Algoritmos de busqueda,Estructuras de Datos
doc_0714,Guia de ejercicios: Colas de prioridad y heaps,Estructuras de Datos
doc_0715,Resumen: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0716,Resumen: Algoritmos de ordenamiento,Estructuras de Datos
doc_0717,Video clase: Tablas hash,Estructuras de Datos
doc_0718,Apunte: Pilas y colas,Estructuras de Datos
doc_0719,Examen resuelto: Arboles binarios,Estructuras de Datos
doc_0720,Taller: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0721,Practica resuelta: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0722,Diapositivas: Tablas hash,Estructuras de Datos
doc_0723,Video clase: Algoritmos de busqueda,Estructuras de Datos
doc_0724,Diapositivas: Colas de prioridad y heaps,Estructuras de Datos
doc_0725,Video clase: Algoritmos de busqueda (parte 2),Estructuras de Datos
doc_0726,Practica resuelta: Arboles binarios,Estructuras de Datos
doc_0727,Guia de ejercicios: Algoritmos de busqueda,Estructuras de Datos
doc_0728,Practica resuelta: Algoritmos de busqueda (parte 4),Estructuras de Datos
doc_0729,Resumen: Grafos: representacion y recorridos,Estructuras de Datos
doc_0730,Diapositivas: Pilas y colas,Estructuras de Datos
doc_0731,Guia de ejercicios: Tablas hash,Estructuras de Datos
doc_0732,Resumen: Arboles binarios,Estructuras de Datos
doc_0733,Video clase: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0734,Video clase: Pilas y colas,Estructuras de Datos
doc_0735,Video clase: Arboles binarios,Estructuras de Datos
doc_0736,Apunte: Algoritmos de busqueda,Estructuras de Datos
doc_0737,Resumen: Grafos: representacion y recorridos (parte 3),Estructuras de Datos
doc_0738,Guia de ejercicios: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0739,Practica resuelta: Colas de prioridad y heaps,Estructuras de Datos
doc_0740,Diapositivas: Pilas y colas (parte 3),Estructuras de Datos
doc_0741,Taller: Algoritmos de busqueda,Estructuras de Datos
doc_0742,Practica resuelta: Algoritmos de ordenamiento,Estructuras de Datos
doc_0743,Resumen: Arboles binarios (parte 4),Estructuras de Datos
doc_0744,Examen resuelto: Pilas y colas,Estructuras de Datos
doc_0745,Resumen: Algoritmos de busqueda,Estructuras de Datos
doc_0746,Guia de ejercicios: Arboles binarios,Estructuras de Datos
doc_0747,Taller: Arboles binarios,Estructuras de Datos
doc_0748,Apunte: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0749,Guia de ejercicios: Pilas y colas,Estructuras de Datos
doc_0750,Guia de ejercicios: Tablas hash (parte 2),Estructuras de Datos
doc_0751,Video clase: Grafos: representacion y recorridos,Estructuras de Datos
doc_0752,Diapositivas: Grafos: representacion y recorridos,Estructuras de Datos
doc_0753,Diapositivas: Pilas y colas (parte 2),Estructuras de Datos
doc_0754,Diapositivas: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0755,Diapositivas: Arboles binarios,Estructuras de Datos
doc_0756,Practica resuelta: Colas de prioridad y heaps (parte 4),Estructuras de Datos
doc_0757,Guia de ejercicios: Arboles binarios (parte 2),Estructuras de Datos
doc_0758,Resumen: Colas de prioridad y heaps,Estructuras de Datos
doc_0759,Apunte: Colas de prioridad y heaps,Estructuras de Datos
doc_0760,Practica resuelta: Listas enlazadas,Estructuras de Datos
doc_0761,Diapositivas: Listas enlazadas,Estructuras de Datos
doc_0762,Taller: Arboles balanceados AVL,Estructuras de Datos
doc_0763,Apunte: Colas de prioridad y heaps (parte 3),Estructuras de Datos
doc_0764,Diapositivas: Complejidad algoritmica Big-O (parte 4),Estructuras de Datos
doc_0765,Examen resuelto: Tablas hash,Estructuras de Datos
doc_0766,Taller: Arboles balanceados AVL (parte 3),Estructuras de Datos
doc_0767,Guia de ejercicios: Listas enlazadas,Estructuras de Datos
doc_0768,Taller: Algoritmos de busqueda (parte 3),Estructuras de Datos
doc_0769,Video clase: Algoritmos de busqueda (parte 3),Estructuras de Datos
doc_0770,Guia de ejercicios: Colas de prioridad y heaps (parte 3),Estructuras de Datos
doc_0771,Practica resuelta: Complejidad algoritmica Big-O (parte 3),Estructuras de Datos
doc_0772,Examen resuelto: Arboles balanceados AVL,Estructuras de Datos
doc_0773,Guia de ejercicios: Arboles balanceados AVL,Estructuras de Datos
doc_0774,Apunte: Pilas y colas (parte 3),Estructuras de Datos
doc_0775,Taller: Algoritmos de ordenamiento,Estructuras de Datos
doc_0776,Guia de ejercicios: Arboles balanceados AVL (parte 3),Estructuras de Datos
doc_0777,Resumen: Colas de prioridad y heaps (parte 2),Estructuras de Datos
doc_0778,Examen resuelto: Arboles binarios (parte 4),Estructuras de Datos
doc_0779,Examen resuelto: Algoritmos de busqueda,Estructuras de Datos
doc_0780,Examen resuelto: Tablas hash (parte 2),Estructuras de Datos
doc_0781,Taller: Pilas y colas,Estructuras de Datos
doc_0782,Examen resuelto: Complejidad algoritmica Big-O,Estructuras de Datos
doc_0783,Video clase: Arboles balanceados AVL,Estructuras de Datos
doc_0784,Diapositivas: Listas enlazadas (parte 3),Estructuras de Datos
doc_0785,Examen resuelto: Colas de prioridad y heaps,Estructuras de Datos
doc_0786,Apunte: Tablas hash,Estructuras de Datos
doc_0787,Taller: Pilas y colas (parte 2),Estructuras de Datos
doc_0788,Resumen: Tablas hash,Estructuras de Datos
doc_0789,Resumen: Algoritmos de ordenamiento (parte 2),Estructuras de Datos
doc_0790,Apunte: Algoritmos de ordenamiento,Estructuras de Datos
doc_0791,Video clase: Colas de prioridad y heaps,Estructuras de Datos
doc_0792,Diapositivas: Grafos: representacion y recorridos (parte 2),Estructuras de Datos
doc_0793,Examen resuelto: Algoritmos de ordenamiento,Estructuras de Datos
doc_0794,Practica resuelta: Colas de prioridad y heaps (parte 2),Estructuras de Datos
doc_0795,Taller: Pilas y colas (parte 3),Estructuras de Datos
doc_0796,Resumen: Grafos: representacion y recorridos (parte 2),Estructuras de Datos
doc_0797,Taller: Arboles balanceados AVL (parte 4),Estructuras de Datos
doc_0798,Apunte: Listas enlazadas,Estructuras de Datos
doc_0799,Guia de ejercicios: Listas enlazadas (parte 4),Estructuras de Datos
doc_0800,Examen resuelto: Grafos: representacion y recorridos,Estructuras de Datos
doc_0801,Examen resuelto: Complejidad algoritmica Big-O (parte 2),Estructuras de Datos
doc_0802,Diapositivas: Algoritmos de ordenamiento,Estructuras de Datos
doc_0803,Resumen: Colas de prioridad y heaps (parte 4),Estructuras de Datos
doc_0804,Examen resuelto: Diseno de esquemas relacionales,Bases de Datos I
doc_0805,Diapositivas: Indices y optimizacion de consultas,Bases de Datos I
doc_0806,Apunte: SQL: joins,Bases de Datos I
doc_0807,Resumen: SQL: consultas basicas,Bases de Datos I
doc_0808,Practica resuelta: Indices y optimizacion de consultas,Bases de Datos I
doc_0809,Diapositivas: SQL: joins,Bases de Datos I
doc_0810,Apunte: Diseno de esquemas relacionales,Bases de Datos I
doc_0811,Examen resuelto: Transacciones y ACID,Bases de Datos I
doc_0812,Video clase: SQL: consultas basicas,Bases de Datos I
doc_0813,Apunte: Indices y optimizacion de consultas,Bases de Datos I
doc_0814,Examen resuelto: Transacciones y ACID (parte 2),Bases de Datos I
doc_0815,Taller: Transacciones y ACID,Bases de Datos I
doc_0816,Video clase: Normalizacion,Bases de Datos I
doc_0817,Practica resuelta: Modelo entidad-relacion,Bases de Datos I
doc_0818,Apunte: Normalizacion,Bases de Datos I
doc_0819,Resumen: SQL: joins,Bases de Datos I
doc_0820,Guia de ejercicios: SQL: joins,Bases de Datos I
doc_0821,Video clase: SQL: joins,Bases de Datos I
doc_0822,Examen resuelto: SQL: joins,Bases de Datos I
doc_0823,Apunte: Diseno de esquemas relacionales (parte 4),Bases de Datos I
doc_0824,Video clase: Normalizacion (parte 4),Bases de Datos I
doc_0825,Examen resuelto: SQL: consultas basicas,Bases de Datos I
doc_0826,Taller: Transacciones y ACID (parte 3),Bases de Datos I
doc_0827,Examen resuelto: Normalizacion,Bases de Datos I
doc_0828,Resumen: Transacciones y ACID,Bases de Datos I
doc_0829,Resumen: Transacciones y ACID (parte 4),Bases de Datos I
doc_0830,Diapositivas: Diseno de esquemas relacionales,Bases de Datos I
doc_0831,Diapositivas: Normalizacion,Bases de Datos I
doc_0832,Diapositivas: Transacciones y ACID,Bases de Datos I
doc_0833,Diapositivas: Normalizacion (parte 3),Bases de Datos I
doc_0834,Video clase: Indices y optimizacion de consultas,Bases de Datos I
doc_0835,Examen resuelto: Indices y optimizacion de consultas,Bases de Datos I
doc_0836,Examen resuelto: SQL: consultas basicas (parte 3),Bases de Datos I
doc_0837,Diapositivas: Transacciones y ACID (parte 3),Bases de Datos I
