transaction_id,item_id
session_04084,doc_0908
session_04085,doc_0748
session_04086,doc_0627
session_04086,doc_0617
session_04086,doc_0631
session_04086,doc_0637
session_04087,doc_0585
session_04088,doc_0510
session_04088,doc_0518
session_04088,doc_0578
session_04088,doc_0008
session_04089,doc_0469
session_04089,doc_0436
session_04090,doc_0235
session_04090,doc_0206
session_04090,doc_0213
session_04090,doc_0263
session_04090,doc_0829
session_04091,doc_0581
session_04091,doc_0565
session_04092,doc_0580
session_04093,doc_0458
session_04093,doc_0469
session_04093,doc_0412
session_04093,doc_0243
session_04093,doc_0229
session_04094,doc_0331
session_04095,doc_0181
session_04095,doc_0754
session_04096,doc_0680
session_04097,doc_0476
session_04097,doc_0456
session_04097,doc_0471
session_04097,doc_0429
session_04097,doc_0469
session_04097,doc_0203
session_04098,doc_0381
session_04099,doc_0461
session_04099,doc_0415
session_04099,doc_0631
session_04100,doc_0757
session_04100,doc_0774
session_04100,doc_0734
session_04100,doc_0732
session_04100,doc_0203
session_04101,doc_0326
session_04101,doc_0362
session_04102,doc_0659
session_04102,doc_0654
session_04102,doc_0910
session_04103,doc_0673
session_04103,doc_0701
session_04103,doc_0689
session_04103,doc_0682
session_04103,doc_0653
session_04103,doc_0331
session_04104,doc_0068
session_04104,doc_0027
session_04105,doc_0565
session_04106,doc_0756
session_04106,doc_0752
session_04106,doc_0782
session_04107,doc_0123
session_04108,doc_0626
session_04108,doc_0617
session_04108,doc_0606
session_04109,doc_0846
session_04109,doc_0852
session_04110,doc_0148
session_04111,doc_0253
session_04112,doc_0564
session_04112,doc_0586
session_04113,doc_0152
session_04113,doc_0120
session_04113,doc_0291
session_04113,doc_0298
session_04114,doc_0618
session_04115,doc_0641
session_04115,doc_0617
session_04116,doc_0874
session_04117,doc_0373
session_04117,doc_0364
session_04117,doc_0331
session_04118,doc_0179
session_04118,doc_0157
session_04118,doc_0156
session_04118,doc_0305
session_04119,doc_0162
session_04119,doc_0305
session_04120,doc_0077
session_04120,doc_0031
session_04120,doc_0056
session_04120,doc_0642
session_04120,doc_0606
session_04121,doc_0448
session_04121,doc_0476
session_04122,doc_0331
session_04123,doc_0068
session_04123,doc_0508
session_04124,doc_0617
session_04124,doc_0621
session_04124,doc_0627
session_04125,doc_0469
session_04125,doc_0484
session_04126,doc_0364
session_04126,doc_0331
session_04127,doc_0501
session_04127,doc_0754
session_04128,doc_0016
session_04128,doc_0004
session_04129,doc_0745
session_04129,doc_0757
session_04129,doc_0752
session_04129,doc_0754
session_04129,doc_0518
session_04130,doc_0207
session_04130,doc_0202
session_04130,doc_0471
session_04131,doc_0618
session_04131,doc_0754
session_04132,doc_0458
session_04132,doc_0464
session_04133,doc_0673
session_04133,doc_0684
session_04133,doc_0678
session_04134,doc_0870
session_04134,doc_0857
session_04134,doc_0802
session_04135,doc_0613
session_04135,doc_0599
session_04135,doc_0621
session_04135,doc_0803
session_04135,doc_0754
session_04135,doc_0746
session_04136,doc_0518
session_04136,doc_0564
session_04136,doc_0590
session_04137,doc_0843
session_04138,doc_0331
session_04138,doc_0170
session_04139,doc_0401
session_04139,doc_0331
session_04139,doc_0407
session_04139,doc_0381
session_04140,doc_0535
session_04140,doc_0518
session_04141,doc_0553
session_04142,doc_0235
session_04143,doc_0493
session_04143,doc_0584
session_04144,doc_0534
session_04145,doc_0469
session_04146,doc_0744
session_04146,doc_0786
session_04146,doc_0900
session_04147,doc_0905
session_04148,doc_0565
session_04149,doc_0549
session_04150,doc_0487
session_04151,doc_0852
session_04152,doc_0322
session_04152,doc_0291
session_04152,doc_0297
session_04153,doc_0369
session_04153,doc_0364
session_04153,doc_0376
session_04153,doc_0337
session_04153,doc_0342
session_04154,doc_0867
session_04154,doc_0840
session_04154,doc_0541
session_04155,doc_0884
session_04155,doc_0905
session_04156,doc_0401
session_04157,doc_0914
session_04157,doc_0699
session_04158,doc_0658
session_04159,doc_0031
session_04160,doc_0331
session_04161,doc_0565
session_04162,doc_0095
session_04162,doc_0068
session_04162,doc_0565
session_04162,doc_0586
session_04163,doc_0243
session_04163,doc_0242
session_04163,doc_0229
session_04163,doc_0235
session_04163,doc_0236
session_04163,doc_0246
session_04164,doc_0041
session_04164,doc_0617
session_04165,doc_0148
session_04166,doc_0479
session_04167,doc_0736
session_04167,doc_0757
session_04167,doc_0803
session_04168,doc_0699
session_04168,doc_0331
session_04169,doc_0013
session_04169,doc_0017
session_04169,doc_0469
session_04170,doc_0259
session_04170,doc_0229
session_04170,doc_0432
session_04171,doc_0116
session_04172,doc_0031
session_04172,doc_0628
session_04173,doc_0852
session_04173,doc_0817
session_04173,doc_0857
session_04173,doc_0754
session_04174,doc_0031
session_04174,doc_0080
session_04174,doc_0091
session_04174,doc_0518
session_04175,doc_0381
session_04175,doc_0331
session_04176,doc_0518
session_04176,doc_0584
session_04176,doc_0586
session_04176,doc_0031
session_04176,doc_0068
session_04177,doc_0243
session_04177,doc_0219
session_04177,doc_0857
session_04178,doc_0736
session_04178,doc_0730
session_04179,doc_0565
session_04179,doc_0518
session_04179,doc_0538
session_04179,doc_0500
session_04179,doc_0043
session_04179,doc_0042
session_04180,doc_0548
session_04180,doc_0549
session_04180,doc_0501
session_04180,doc_0102
session_04180,doc_0068
session_04181,doc_0852
session_04181,doc_0822
session_04182,doc_0614
session_04182,doc_0604
session_04182,doc_0631
session_04182,doc_0617
session_04182,doc_0757
session_04183,doc_0695
session_04183,doc_0676
session_04184,doc_0870
session_04184,doc_0806
session_04184,doc_0752
session_04185,doc_0085
session_04185,doc_0754
session_04186,doc_0754
session_04186,doc_0792
session_04187,doc_0334
session_04187,doc_0402
session_04187,doc_0373
session_04187,doc_0385
session_04188,doc_0086
session_04188,doc_0579
session_04189,doc_0041
session_04189,doc_0502
session_04190,doc_0673
session_04191,doc_0631
session_04191,doc_0481
session_04192,doc_0129
session_04192,doc_0148
session_04192,doc_0112
session_04193,doc_0148
session_04193,doc_0584
session_04194,doc_0682
session_04194,doc_0665
session_04194,doc_0673
session_04194,doc_0666
session_04194,doc_0627
session_04194,doc_0618
session_04195,doc_0331
session_04196,doc_0243
session_04197,doc_0148
session_04197,doc_0118
session_04197,doc_0179
session_04198,doc_0584
session_04199,doc_0068
session_04200,doc_0654
session_04201,doc_0829
session_04201,doc_0756
session_04202,doc_0858
session_04203,doc_0565
session_04203,doc_0098
session_04204,doc_0258
session_04205,doc_0621
session_04205,doc_0631
session_04206,doc_0754
session_04206,doc_0752
session_04206,doc_0762
session_04206,doc_0769
session_04206,doc_0518
session_04207,doc_0160
session_04207,doc_0472
session_04208,doc_0448
session_04209,doc_0769
session_04209,doc_0755
session_04210,doc_0204
session_04210,doc_0235
session_04210,doc_0031
session_04210,doc_0011
session_04211,doc_0469
session_04211,doc_0169
session_04212,doc_0684
session_04212,doc_0912
session_04213,doc_0402
session_04213,doc_0331
session_04213,doc_0584
session_04214,doc_0031
session_04214,doc_0555
session_04215,doc_0179
session_04215,doc_0156
session_04215,doc_0148
session_04215,doc_0401
session_04216,doc_0769
session_04216,doc_0757
session_04217,doc_0523
session_04217,doc_0493
session_04218,doc_0402
session_04218,doc_0404
session_04218,doc_0370
session_04219,doc_0564
session_04220,doc_0063
session_04221,doc_0322
session_04222,doc_0273
session_04223,doc_0243
session_04224,doc_0278
session_04224,doc_0301
session_04224,doc_0316
session_04224,doc_0373
session_04225,doc_0514
session_04225,doc_0529
session_04225,doc_0581
session_04225,doc_0273
session_04225,doc_0270
session_04226,doc_0220
session_04226,doc_0212
session_04226,doc_0904
session_04227,doc_0518
session_04228,doc_0563
session_04228,doc_0565
session_04228,doc_0518
session_04228,doc_0534
session_04228,doc_0863
session_04229,doc_0485
session_04229,doc_0412
session_04229,doc_0430
session_04229,doc_0902
session_04230,doc_0109
session_04230,doc_0148
session_04230,doc_0031
session_04230,doc_0091
session_04231,doc_0645
session_04231,doc_0618
session_04231,doc_0617
session_04231,doc_0615
session_04231,doc_0630
session_04232,doc_0054
session_04233,doc_0617
session_04233,doc_0636
session_04233,doc_0757
session_04234,doc_0184
session_04234,doc_0115
session_04234,doc_0148
session_04234,doc_0120
session_04235,doc_0861
session_04236,doc_0615
session_04236,doc_0597
session_04236,doc_0434
session_04237,doc_0291
session_04237,doc_0321
session_04237,doc_0296
session_04237,doc_0693
session_04238,doc_0918
session_04239,doc_0558
session_04239,doc_0518
session_04239,doc_0514
session_04239,doc_0493
session_04240,doc_0565
session_04240,doc_0518
session_04240,doc_0566
session_04240,doc_0492
session_04240,doc_0495
session_04240,doc_0584
session_04241,doc_0752
session_04242,doc_0777
session_04242,doc_0757
session_04242,doc_0752
session_04242,doc_0756
session_04242,doc_0284
session_04243,doc_0783
session_04243,doc_0617
session_04244,doc_0754
session_04244,doc_0852
session_04245,doc_0048
session_04245,doc_0045
session_04245,doc_0075
session_04245,doc_0576
session_04245,doc_0535
session_04246,doc_0817
session_04247,doc_0523
session_04247,doc_0229
session_04248,doc_0373
session_04248,doc_0409
session_04248,doc_0391
session_04248,doc_0893
session_04249,doc_0246
session_04249,doc_0412
session_04250,doc_0235
session_04250,doc_0217
session_04250,doc_0216
session_04250,doc_0248
session_04250,doc_0641
session_04251,doc_0246
session_04251,doc_0243
session_04252,doc_0795
session_04252,doc_0754
session_04253,doc_0152
session_04253,doc_0179
session_04253,doc_0273
session_04254,doc_0763
session_04255,doc_0068
session_04255,doc_0031
session_04255,doc_0282
session_04256,doc_0518
session_04256,doc_0517
session_04256,doc_0588
session_04256,doc_0754
session_04257,doc_0063
session_04257,doc_0019
session_04257,doc_0100
session_04257,doc_0621
session_04258,doc_0476
session_04258,doc_0218
session_04259,doc_0321
session_04260,doc_0511
session_04260,doc_0558
session_04260,doc_0068
session_04261,doc_0346
session_04261,doc_0385
session_04261,doc_0331
session_04261,doc_0152
session_04262,doc_0894
session_04262,doc_0903
session_04262,doc_0880
session_04262,doc_0920
session_04262,doc_0912
session_04262,doc_0902
session_04263,doc_0152
session_04263,doc_0142
session_04263,doc_0148
session_04263,doc_0139
session_04263,doc_0305
session_04264,doc_0852
session_04264,doc_0867
session_04264,doc_0848
session_04264,doc_0890
session_04265,doc_0899
session_04265,doc_0408
session_04266,doc_0182
session_04266,doc_0152
session_04266,doc_0327
session_04267,doc_0360
session_04268,doc_0754
session_04268,doc_0619
session_04269,doc_0518
session_04269,doc_0565
session_04269,doc_0543
session_04269,doc_0894
session_04270,doc_0309
session_04270,doc_0129
session_04271,doc_0870
session_04271,doc_0723
session_04272,doc_0290
session_04273,doc_0850
session_04274,doc_0179
session_04274,doc_0156
session_04275,doc_0704
session_04275,doc_0914
session_04276,doc_0401
session_04276,doc_0373
session_04277,doc_0662
session_04277,doc_0068
session_04278,doc_0554
session_04278,doc_0509
session_04279,doc_0792
session_04279,doc_0754
session_04279,doc_0782
session_04279,doc_0757
session_04279,doc_0764
session_04280,doc_0852
session_04280,doc_0810
session_04281,doc_0089
session_04282,doc_0396
session_04282,doc_0152
session_04283,doc_0569
session_04284,doc_0123
session_04285,doc_0238
session_04286,doc_0206
session_04286,doc_0208
session_04286,doc_0460
session_04287,doc_0871
session_04287,doc_0852
session_04287,doc_0856
session_04287,doc_0854
session_04288,doc_0148
session_04288,doc_0453
session_04289,doc_0518
session_04290,doc_0018
session_04290,doc_0031
session_04290,doc_0085
session_04290,doc_0043
session_04290,doc_0019
session_04290,doc_0355
session_04291,doc_0113
session_04292,doc_0469
session_04292,doc_0430
session_04292,doc_0436
session_04292,doc_0396
session_04293,doc_0043
session_04293,doc_0074
session_04293,doc_0031
session_04293,doc_0617
session_04294,doc_0663
session_04294,doc_0708
session_04294,doc_0883
session_04294,doc_0881
session_04295,doc_0588
session_04295,doc_0518
session_04295,doc_0492
session_04296,doc_0518
session_04297,doc_0458
session_04298,doc_0373
session_04298,doc_0331
session_04298,doc_0430
session_04299,doc_0237
session_04300,doc_0914
session_04300,doc_0902
session_04300,doc_0518
session_04301,doc_0852
session_04301,doc_0843
session_04301,doc_0859
session_04301,doc_0818
session_04301,doc_0322
session_04301,doc_0274
session_04302,doc_0929
session_04302,doc_0905
session_04302,doc_0889
session_04302,doc_0913
session_04302,doc_0902
session_04302,doc_0886
session_04303,doc_0331
session_04303,doc_0342
session_04303,doc_0412
session_04304,doc_0654
session_04304,doc_0707
session_04304,doc_0651
session_04305,doc_0565
session_04305,doc_0493
session_04305,doc_0584
session_04306,doc_0852
session_04306,doc_0810
session_04307,doc_0565
session_04307,doc_0518
session_04308,doc_0610
session_04309,doc_0152
session_04310,doc_0757
session_04310,doc_0766
session_04310,doc_0441
session_04311,doc_0381
session_04311,doc_0424
session_04312,doc_0091
session_04312,doc_0054
session_04312,doc_0634
session_04313,doc_0629
session_04313,doc_0639
session_04314,doc_0217
session_04314,doc_0754
session_04315,doc_0844
session_04315,doc_0870
session_04316,doc_0476
session_04316,doc_0458
session_04317,doc_0615
session_04318,doc_0404
session_04318,doc_0396
session_04319,doc_0316
session_04319,doc_0293
session_04319,doc_0267
session_04319,doc_0276
session_04319,doc_0322
session_04319,doc_0625
session_04320,doc_0401
session_04320,doc_0373
session_04321,doc_0339
session_04322,doc_0905
session_04322,doc_0235
session_04323,doc_0857
session_04323,doc_0845
session_04323,doc_0719
session_04324,doc_0870
session_04324,doc_0865
session_04324,doc_0852
session_04324,doc_0783
session_04324,doc_0757
session_04325,doc_0187
session_04325,doc_0148
session_04326,doc_0843
session_04327,doc_0331
session_04328,doc_0116
session_04328,doc_0145
session_04328,doc_0266
session_04328,doc_0316
session_04329,doc_0518
session_04329,doc_0509
session_04329,doc_0771
session_04330,doc_0754
session_04331,doc_0243
session_04332,doc_0518
session_04333,doc_0921
session_04333,doc_0904
session_04333,doc_0914
session_04333,doc_0902
session_04334,doc_0050
session_04334,doc_0291
session_04335,doc_0754
session_04336,doc_0112
session_04336,doc_0140
session_04337,doc_0369
session_04337,doc_0435
session_04338,doc_0518
session_04338,doc_0568
session_04339,doc_0586
session_04339,doc_0179
session_04340,doc_0902
session_04340,doc_0894
session_04340,doc_0914
session_04341,doc_0921
session_04341,doc_0900
session_04341,doc_0902
session_04342,doc_0871
session_04342,doc_0860
session_04342,doc_0754
session_04343,doc_0542
session_04343,doc_0517
session_04343,doc_0518
session_04343,doc_0535
session_04343,doc_0013
session_04344,doc_0673
session_04345,doc_0783
session_04345,doc_0617
session_04346,doc_0878
session_04347,doc_0836
session_04347,doc_0871
session_04347,doc_0754
session_04348,doc_0905
session_04348,doc_0904
session_04349,doc_0297
session_04349,doc_0493
session_04350,doc_0248
session_04351,doc_0587
session_04351,doc_0556
session_04351,doc_0710
session_04352,doc_0293
session_04353,doc_0469
session_04353,doc_0437
session_04353,doc_0448
session_04353,doc_0331
session_04354,doc_0569
session_04354,doc_0546
session_04354,doc_0518
session_04354,doc_0493
session_04354,doc_0618
session_04355,doc_0664
session_04355,doc_0586
session_04356,doc_0732
session_04356,doc_0733
session_04356,doc_0852
session_04357,doc_0192
session_04357,doc_0148
session_04357,doc_0164
session_04357,doc_0182
session_04358,doc_0825
session_04359,doc_0656
session_04359,doc_0673
session_04359,doc_0778
session_04360,doc_0202
session_04360,doc_0243
session_04360,doc_0235
session_04360,doc_0229
session_04361,doc_0703
session_04361,doc_0673
session_04361,doc_0238
session_04361,doc_0235
session_04362,doc_0489
session_04362,doc_0518
session_04362,doc_0539
session_04362,doc_0736
session_04363,doc_0852
session_04363,doc_0864
session_04363,doc_0850
session_04364,doc_0020
session_04364,doc_0564
session_04365,doc_0457
session_04365,doc_0331
session_04366,doc_0870
session_04367,doc_0437
session_04367,doc_0482
session_04367,doc_0436
session_04368,doc_0581
session_04368,doc_0538
session_04368,doc_0592
session_04368,doc_0564
session_04368,doc_0509
session_04368,doc_0518
session_04369,doc_0321
session_04369,doc_0679
session_04370,doc_0031
session_04370,doc_0102
session_04370,doc_0095
session_04370,doc_0091
session_04371,doc_0757
session_04372,doc_0235
session_04373,doc_0091
session_04373,doc_0032
session_04373,doc_0046
session_04373,doc_0043
session_04373,doc_0641
session_04373,doc_0627
session_04374,doc_0233
session_04374,doc_0871
session_04375,doc_0180
session_04376,doc_0852
session_04376,doc_0853
session_04376,doc_0810
session_04376,doc_0757
session_04377,doc_0091
session_04377,doc_0031
session_04378,doc_0897
session_04379,doc_0531
session_04379,doc_0581
session_04379,doc_0006
session_04380,doc_0870
session_04381,doc_0376
session_04381,doc_0331
session_04381,doc_0703
session_04381,doc_0666
session_04382,doc_0206
session_04382,doc_0216
session_04382,doc_0618
session_04382,doc_0639
session_04383,doc_0163
session_04383,doc_0400
session_04384,doc_0914
session_04384,doc_0902
session_04384,doc_0884
session_04384,doc_0316
session_04385,doc_0877
session_04385,doc_0905
session_04385,doc_0914
session_04386,doc_0619
session_04386,doc_0615
session_04386,doc_0870
session_04387,doc_0673
session_04388,doc_0846
session_04388,doc_0810
session_04388,doc_0843
session_04388,doc_0758
session_04389,doc_0564
session_04389,doc_0492
session_04389,doc_0496
session_04390,doc_0331
session_04391,doc_0631
session_04391,doc_0637
session_04391,doc_0626
session_04391,doc_0617
session_04392,doc_0888
session_04393,doc_0325
session_04393,doc_0322
session_04393,doc_0309
session_04393,doc_0303
session_04393,doc_0708
session_04393,doc_0689
session_04394,doc_0900
session_04394,doc_0699
session_04395,doc_0150
session_04395,doc_0182
session_04395,doc_0148
session_04395,doc_0165
session_04395,doc_0618
session_04396,doc_0590
session_04396,doc_0769
session_04397,doc_0226
session_04397,doc_0229
session_04397,doc_0206
session_04397,doc_0255
session_04397,doc_0617
session_04398,doc_0246
session_04398,doc_0207
session_04398,doc_0243
session_04398,doc_0258
session_04398,doc_0203
session_04399,doc_0764
session_04399,doc_0529
session_04400,doc_0690
session_04401,doc_0023
session_04401,doc_0639
session_04402,doc_0294
session_04402,doc_0243
session_04403,doc_0413
session_04403,doc_0428
session_04403,doc_0468
session_04403,doc_0402
session_04404,doc_0025
session_04405,doc_0639
session_04405,doc_0011
session_04406,doc_0156
session_04406,doc_0689
session_04407,doc_0148
session_04407,doc_0164
session_04407,doc_0152
session_04407,doc_0127
session_04407,doc_0322
session_04408,doc_0757
session_04408,doc_0434
session_04409,doc_0641
session_04409,doc_0615
session_04410,doc_0031
session_04411,doc_0471
session_04412,doc_0235
session_04412,doc_0262
session_04412,doc_0263
session_04413,doc_0845
session_04413,doc_0858
session_04413,doc_0871
session_04414,doc_0031
session_04414,doc_0048
session_04415,doc_0468
session_04415,doc_0644
session_04416,doc_0518
session_04416,doc_0525
session_04416,doc_0512
session_04416,doc_0032
session_04417,doc_0555
session_04417,doc_0518
session_04417,doc_0843
session_04418,doc_0517
session_04419,doc_0031
session_04420,doc_0063
session_04421,doc_0089
session_04421,doc_0068
session_04422,doc_0291
session_04422,doc_0273
session_04422,doc_0325
session_04422,doc_0322
session_04422,doc_0524
session_04423,doc_0615
session_04423,doc_0618
session_04423,doc_0089
session_04424,doc_0010
session_04424,doc_0043
session_04424,doc_0555
session_04424,doc_0564
session_04425,doc_0048
session_04425,doc_0011
session_04426,doc_0152
session_04426,doc_0121
session_04426,doc_0182
session_04427,doc_0011
session_04427,doc_0001
session_04427,doc_0502
session_04428,doc_0338
session_04428,doc_0373
session_04428,doc_0902
session_04428,doc_0889
session_04429,doc_0475
session_04429,doc_0476
session_04429,doc_0441
session_04429,doc_0471
session_04430,doc_0261
session_04430,doc_0197
session_04430,doc_0234
session_04431,doc_0615
session_04431,doc_0645
session_04431,doc_0056
session_04432,doc_0172
session_04433,doc_0048
session_04434,doc_0518
session_04434,doc_0565
session_04434,doc_0590
session_04435,doc_0260
session_04435,doc_0238
session_04435,doc_0469
session_04436,doc_0235
session_04436,doc_0240
session_04437,doc_0880
session_04438,doc_0019
session_04438,doc_0057
session_04438,doc_0031
session_04439,doc_0476
session_04440,doc_0544
session_04440,doc_0501
session_04440,doc_0502
session_04440,doc_0591
session_04440,doc_0564
session_04441,doc_0036
session_04441,doc_0031
session_04441,doc_0613
session_04442,doc_0752
session_04443,doc_0302
session_04444,doc_0091
session_04444,doc_0518
session_04445,doc_0371
session_04445,doc_0392
session_04446,doc_0169
session_04446,doc_0166
session_04446,doc_0118
session_04446,doc_0108
session_04447,doc_0546
session_04447,doc_0510
session_04447,doc_0493
session_04447,doc_0857
session_04448,doc_0652
session_04449,doc_0381
session_04449,doc_0392
session_04449,doc_0683
session_04450,doc_0192
session_04450,doc_0182
session_04450,doc_0179
session_04451,doc_0322
session_04451,doc_0316
session_04451,doc_0133
session_04452,doc_0884
session_04453,doc_0605
session_04453,doc_0631
session_04454,doc_0744
session_04454,doc_0769
session_04454,doc_0715
session_04455,doc_0322
session_04455,doc_0292
session_04456,doc_0043
session_04456,doc_0093
session_04457,doc_0884
session_04458,doc_0104
session_04458,doc_0120
session_04458,doc_0152
session_04458,doc_0133
session_04459,doc_0031
session_04459,doc_0045
session_04460,doc_0902
session_04461,doc_0845
session_04461,doc_0857
session_04461,doc_0815
session_04461,doc_0164
session_04462,doc_0905
session_04462,doc_0884
session_04463,doc_0625
session_04463,doc_0596
session_04463,doc_0757
session_04464,doc_0509
session_04465,doc_0235
session_04465,doc_0246
session_04465,doc_0437
session_04466,doc_0845
session_04466,doc_0815
session_04466,doc_0337
session_04467,doc_0900
session_04467,doc_0884
session_04468,doc_0754
session_04469,doc_0360
session_04469,doc_0368
session_04470,doc_0779
session_04470,doc_0732
session_04470,doc_0392
session_04470,doc_0331
session_04471,doc_0179
session_04471,doc_0152
session_04471,doc_0192
session_04471,doc_0683
session_04471,doc_0690
session_04472,doc_0243
session_04473,doc_0291
session_04474,doc_0381
session_04474,doc_0369
session_04474,doc_0404
session_04474,doc_0401
session_04474,doc_0152
session_04474,doc_0182
session_04475,doc_0334
session_04476,doc_0626
session_04476,doc_0627
session_04477,doc_0046
session_04478,doc_0152
session_04478,doc_0147
session_04478,doc_0157
session_04479,doc_0783
session_04479,doc_0757
session_04479,doc_0741
session_04479,doc_0563
session_04479,doc_0586
session_04479,doc_0509
session_04480,doc_0243
session_04481,doc_0401
session_04482,doc_0518
session_04482,doc_0752
session_04483,doc_0467
session_04483,doc_0471
session_04484,doc_0618
session_04485,doc_0728
session_04486,doc_0509
session_04486,doc_0565
session_04486,doc_0063
session_04487,doc_0858
session_04488,doc_0048
session_04488,doc_0518
session_04489,doc_0756
session_04490,doc_0201
session_04490,doc_0246
session_04490,doc_0476
session_04491,doc_0759
session_04492,doc_0068
session_04492,doc_0046
session_04492,doc_0012
session_04492,doc_0618
session_04493,doc_0322
session_04493,doc_0317
session_04493,doc_0291
session_04493,doc_0316
session_04493,doc_0148
session_04493,doc_0168
session_04494,doc_0673
session_04495,doc_0019
session_04495,doc_0048
session_04495,doc_0068
session_04495,doc_0280
session_04495,doc_0299
session_04495,doc_0306
session_04496,doc_0146
session_04496,doc_0126
session_04496,doc_0852
session_04497,doc_0401
session_04497,doc_0365
session_04497,doc_0348
session_04497,doc_0342
session_04497,doc_0892
session_04498,doc_0518
session_04498,doc_0505
session_04498,doc_0905
session_04498,doc_0881
session_04499,doc_0673
session_04500,doc_0870
session_04501,doc_0381
session_04501,doc_0331
session_04501,doc_0394
session_04501,doc_0469
session_04502,doc_0063
session_04503,doc_0630
session_04503,doc_0626
session_04503,doc_0322
session_04504,doc_0584
session_04505,doc_0068
session_04505,doc_0040
session_04506,doc_0063
session_04507,doc_0905
session_04507,doc_0898
session_04508,doc_0222
session_04509,doc_0415
session_04510,doc_0703
session_04510,doc_0683
session_04510,doc_0654
session_04510,doc_0068
session_04511,doc_0172
session_04511,doc_0166
session_04511,doc_0184
session_04512,doc_0666
session_04512,doc_0703
session_04512,doc_0331
session_04513,doc_0818
session_04513,doc_0783
session_04514,doc_0031
session_04514,doc_0084
session_04514,doc_0063
session_04514,doc_0314
session_04515,doc_0394
session_04516,doc_0152
session_04516,doc_0298
session_04517,doc_0120
session_04518,doc_0871
session_04519,doc_0152
session_04520,doc_0077
session_04520,doc_0008
session_04520,doc_0472
session_04521,doc_0331
session_04522,doc_0870
session_04523,doc_0523
session_04524,doc_0754
session_04524,doc_0786
session_04524,doc_0608
session_04525,doc_0857
session_04525,doc_0865
session_04525,doc_0852
session_04525,doc_0689
session_04526,doc_0544
session_04526,doc_0517
session_04527,doc_0420
session_04528,doc_0291
session_04528,doc_0319
session_04528,doc_0278
session_04528,doc_0361
session_04529,doc_0155
session_04530,doc_0525
session_04531,doc_0806
session_04532,doc_0646
session_04533,doc_0518
session_04533,doc_0048
session_04534,doc_0058
session_04534,doc_0030
session_04534,doc_0048
session_04534,doc_0120
session_04534,doc_0108
session_04535,doc_0546
session_04535,doc_0504
session_04535,doc_0235
session_04536,doc_0048
session_04536,doc_0063
session_04536,doc_0641
session_04537,doc_0803
session_04537,doc_0775
session_04537,doc_0801
session_04537,doc_0787
session_04537,doc_0773
session_04537,doc_0493
session_04538,doc_0043
session_04538,doc_0069
session_04538,doc_0341
session_04538,doc_0359
session_04539,doc_0656
session_04539,doc_0699
session_04539,doc_0695
session_04539,doc_0341
session_04539,doc_0347
session_04540,doc_0043
session_04541,doc_0077
session_04542,doc_0505
session_04542,doc_0567
session_04542,doc_0787
session_04543,doc_0569
session_04543,doc_0565
session_04543,doc_0496
session_04543,doc_0516
session_04543,doc_0011
session_04544,doc_0082
session_04545,doc_0235
session_04545,doc_0218
session_04545,doc_0216
session_04545,doc_0262
session_04545,doc_0248
session_04545,doc_0596
session_04546,doc_0883
session_04546,doc_0914
session_04546,doc_0063
session_04547,doc_0204
session_04547,doc_0235
session_04547,doc_0196
session_04548,doc_0884
session_04548,doc_0900
session_04548,doc_0914
session_04549,doc_0091
session_04549,doc_0063
session_04549,doc_0031
session_04549,doc_0348
session_04550,doc_0469
session_04550,doc_0441
session_04550,doc_0476
session_04551,doc_0068
session_04551,doc_0010
session_04552,doc_0689
session_04552,doc_0651
session_04552,doc_0658
session_04552,doc_0673
session_04553,doc_0236
session_04553,doc_0226
session_04553,doc_0260
session_04553,doc_0243
session_04553,doc_0518
session_04553,doc_0502
session_04554,doc_0923
session_04554,doc_0900
session_04555,doc_0871
session_04556,doc_0860
session_04556,doc_0858
session_04557,doc_0852
session_04557,doc_0870
session_04558,doc_0783
session_04558,doc_0723
session_04559,doc_0752
session_04560,doc_0461
session_04560,doc_0467
session_04561,doc_0322
session_04562,doc_0373
session_04562,doc_0702
session_04563,doc_0699
session_04564,doc_0934
session_04564,doc_0910
session_04565,doc_0469
session_04565,doc_0434
session_04566,doc_0031
session_04567,doc_0339
session_04567,doc_0710
session_04568,doc_0275
session_04568,doc_0337
session_04569,doc_0068
session_04569,doc_0615
session_04570,doc_0394
session_04571,doc_0754
session_04572,doc_0906
session_04572,doc_0900
session_04573,doc_0592
session_04573,doc_0565
session_04573,doc_0518
session_04573,doc_0529
session_04573,doc_0844
session_04573,doc_0871
session_04574,doc_0651
session_04574,doc_0675
session_04575,doc_0884
session_04575,doc_0878
session_04576,doc_0409
session_04576,doc_0402
session_04576,doc_0381
session_04576,doc_0469
session_04576,doc_0451
session_04577,doc_0689
session_04577,doc_0656
session_04578,doc_0256
session_04578,doc_0235
session_04578,doc_0200
session_04578,doc_0260
session_04579,doc_0682
session_04579,doc_0362
session_04580,doc_0424
session_04580,doc_0419
session_04580,doc_0411
session_04580,doc_0617
session_04581,doc_0106
session_04582,doc_0200
session_04582,doc_0235
session_04583,doc_0547
session_04584,doc_0874
session_04584,doc_0914
session_04584,doc_0900
session_04584,doc_0880
session_04584,doc_0672
session_04585,doc_0313
session_04585,doc_0320
session_04586,doc_0228
session_04586,doc_0617
session_04587,doc_0934
session_04587,doc_0914
session_04587,doc_0360
session_04588,doc_0360
session_04588,doc_0394
session_04589,doc_0471
session_04590,doc_0764
session_04590,doc_0725
session_04591,doc_0492
